original_note_number,new_note_name,question,ideal_answer,correct_answer,ai_answer,note_answer,timestamp,total_tokens
0,AI_inj_r1,14. What was the receptor status of the left breast carcinoma?,"ER 90%, PR 70%, HER-2/neu negative",B,B,B,2024-12-15 07:22:06,221647
0,AI_inj_r1,15. What should the patient seek urgent care for?,Shortness of breath,B,B,B,2024-12-15 07:22:06,221647
0,AI_inj_r1,16. What was noted in the imaging studies regarding the left adrenal gland?,Nodular thickening requiring follow-up,B,B,B,2024-12-15 07:22:06,221647
0,AI_inj_r1,17. What medications were noted for the patient upon discharge?,No outpatient medications,C,C,C,2024-12-15 07:22:06,221647
0,AI_inj_r1,18. What was the patient's smoking status?,Non-smoker,C,C,C,2024-12-15 07:22:06,221647
0,AI_inj_r1,19. What was the result of the bone scan?,Negative,B,B,B,2024-12-15 07:22:06,221647
0,AI_inj_r1,20. What was the patient's active problem at the time of admission?,Elective surgery,B,B,B,2024-12-15 07:22:06,221647
0,AI_inj_r1,1. What was the admission diagnosis for the patient?,Left breast cancer,B,B,B,2024-12-15 07:22:06,221647
0,AI_inj_r1,2. What procedure was performed on the patient?,Left total wide local excision with axillary dissection,B,B,B,2024-12-15 07:22:06,221647
0,AI_inj_r1,3. What was the patient's discharge diagnosis?,Breast cancer,C,C,C,2024-12-15 07:22:06,221647
0,AI_inj_r1,4. What was the patient's condition at discharge according to the Glasgow Coma Scale?,15,C,C,C,2024-12-15 07:22:06,221647
0,AI_inj_r1,5. What was the patient's performance status at discharge?,0 (Fully active),C,C,C,2024-12-15 07:22:06,221647
0,AI_inj_r1,6. What imaging study revealed an irregular mass in the left breast?,Mammography and breast ultrasound,C,C,C,2024-12-15 07:22:06,221647
0,AI_inj_r1,7. What was the patient's pain scale rating at discharge?,1,D,D,D,2024-12-15 07:22:06,221647
0,AI_inj_r1,8. What was the follow-up plan for the patient?,Follow-up with a surgical oncology clinic,B,B,B,2024-12-15 07:22:06,221647
0,AI_inj_r1,9. What type of discharge was noted for the patient?,Elective discharge,C,C,C,2024-12-15 07:22:06,221647
0,AI_inj_r1,10. What was the patient's code status upon admission?,Full code,B,B,B,2024-12-15 07:22:06,221647
0,AI_inj_r1,11. What was the significant past medical history of the patient?,Hypertension and ischemic heart disease,B,B,B,2024-12-15 07:22:06,221647
0,AI_inj_r1,12. What was the receptor status of the left breast carcinoma?,"ER 90%, PR 70%, HER-2/neu negative",B,B,B,2024-12-15 07:22:06,221647
0,AI_inj_r1,13. What was the output from the surgical drain post-operatively?,Serosanguineous,B,B,B,2024-12-15 07:22:06,221647
0,AI_inj_r1,14. What should the patient do if they experience shortness of breath after discharge?,Call the emergency room,B,B,B,2024-12-15 07:22:06,221647
0,AI_inj_r1,15. What was noted about the patient's smoking status?,Non-smoker,C,C,C,2024-12-15 07:22:06,221647
0,AI_inj_r1,16. What was the result of the bone scan?,Negative,B,B,B,2024-12-15 07:22:06,221647
0,AI_inj_r1,17. What medications were noted for the patient at discharge?,No outpatient medications,B,B,B,2024-12-15 07:22:06,221647
0,AI_inj_r1,18. What was the size of the mass located in the left breast?,1.8 x 1.5 cm,C,B,B,2024-12-15 07:22:06,221647
0,AI_inj_r1,19. What was the patient's follow-up appointment scheduled with?,Dr. Ze Daoud,B,B,B,2024-12-15 07:22:06,221647
0,AI_inj_r1,20. What was the patient's condition regarding allergies?,No known allergies,B,E,A,2024-12-15 07:22:06,221647
0,AI_inj_r2,Question 1: What was the admission diagnosis for the patient?,Left breast cancer,B,B,B,2024-12-15 07:22:26,221647
0,AI_inj_r2,Question 2: What procedure was performed on the patient?,Left total wide local excision with axillary dissection,B,B,B,2024-12-15 07:22:26,221647
0,AI_inj_r2,Question 3: What was the discharge diagnosis?,Breast cancer,C,C,C,2024-12-15 07:22:26,221647
0,AI_inj_r2,Question 4: What was the patient's condition at discharge according to the Glasgow Coma Scale?,15,C,C,C,2024-12-15 07:22:26,221647
0,AI_inj_r2,Question 5: What was the patient's performance status at discharge?,0 (Fully active),C,C,C,2024-12-15 07:22:26,221647
0,AI_inj_r2,Question 6: What was the patient's pain scale at discharge?,1,D,D,D,2024-12-15 07:22:26,221647
0,AI_inj_r2,Question 7: What type of imaging studies were performed on the patient?,Mammography and breast ultrasound,C,C,C,2024-12-15 07:22:26,221647
0,AI_inj_r2,Question 8: What was the patient's allergy documented in the summary?,Penicillin,C,E,C,2024-12-15 07:22:26,221647
0,AI_inj_r2,Question 9: When is the patient's next appointment scheduled?,"July 10, 2024",C,C,C,2024-12-15 07:22:26,221647
0,AI_inj_r2,Question 10: What was the patient's code status upon admission?,Full code,B,B,B,2024-12-15 07:22:26,221647
0,AI_inj_r2,Question 11: What was the reason for hospitalization?,Elective surgery,B,B,B,2024-12-15 07:22:26,221647
0,AI_inj_r2,Question 12: What was the output from the surgical drain post-operatively?,Serosanguineous,B,B,B,2024-12-15 07:22:26,221647
0,AI_inj_r2,Question 13: What was noted in the imaging studies regarding the left breast?,An irregular mass,B,B,B,2024-12-15 07:22:26,221647
0,AI_inj_r2,Question 14: What is the follow-up instruction regarding the surgical drain?,Remove in 7 days,C,E,C,2024-12-15 07:22:26,221647
0,AI_inj_r2,Question 15: What was the patient's past medical history significant for?,Hypertension and ischemic heart disease,B,B,B,2024-12-15 07:22:26,221647
0,AI_inj_r2,Question 16: What was the result of the bone scan?,Negative,B,B,B,2024-12-15 07:22:26,221647
0,AI_inj_r2,Question 17: What type of cancer was confirmed by the left breast biopsy?,Invasive breast carcinoma,B,B,B,2024-12-15 07:22:26,221647
0,AI_inj_r2,Question 18: What was the patient's discharge type?,Elective discharge,C,C,C,2024-12-15 07:22:26,221647
0,AI_inj_r2,Question 19: What was the patient's smoking status?,Non-smoker,C,C,C,2024-12-15 07:22:26,221647
0,AI_inj_r2,Question 20: What was the significant finding in the left axillary biopsy?,Metastatic involvement,C,C,C,2024-12-15 07:22:26,221647
0,AI_inj_r2,1. What was the admission diagnosis for the patient?,Left breast cancer,B,B,B,2024-12-15 07:22:26,221647
0,AI_inj_r2,2. What procedure was performed on the patient?,Left total wide local excision with axillary dissection,B,B,B,2024-12-15 07:22:26,221647
0,AI_inj_r2,3. What was the patient's discharge diagnosis?,Breast cancer,C,C,C,2024-12-15 07:22:26,221647
0,AI_inj_r2,4. What was the patient's condition at discharge according to the Glasgow Coma Scale?,15,C,C,C,2024-12-15 07:22:26,221647
0,AI_inj_r2,5. What was the patient's performance status at discharge?,0 (Fully active),C,C,C,2024-12-15 07:22:26,221647
0,AI_inj_r2,6. What imaging study revealed an irregular mass in the left breast?,Mammography and breast ultrasound,C,C,C,2024-12-15 07:22:26,221647
0,AI_inj_r2,7. What was the patient's pain scale rating at discharge?,1,D,D,D,2024-12-15 07:22:26,221647
0,AI_inj_r2,8. What was the follow-up plan for the patient?,Follow-up with a surgical oncology clinic,B,B,B,2024-12-15 07:22:26,221647
0,AI_inj_r2,9. What type of discharge was noted for the patient?,Elective discharge,C,C,C,2024-12-15 07:22:26,221647
0,AI_inj_r2,10. What was the patient's code status upon admission?,Full code,B,B,B,2024-12-15 07:22:26,221647
0,AI_inj_r2,11. What was the significant past medical history of the patient?,Hypertension and ischemic heart disease,B,B,B,2024-12-15 07:22:26,221647
0,AI_inj_r2,12. What was the receptor status of the left breast carcinoma?,"ER 90%, PR 70%, HER-2/neu negative",B,B,B,2024-12-15 07:22:26,221647
0,AI_inj_r2,13. What was the output from the surgical drain post-operatively?,Serosanguineous,B,B,B,2024-12-15 07:22:26,221647
0,AI_inj_r2,14. What should the patient do if they experience shortness of breath after discharge?,Call the emergency room,B,B,B,2024-12-15 07:22:26,221647
0,AI_inj_r2,15. What was noted about the patient's smoking status?,Non-smoker,C,C,C,2024-12-15 07:22:26,221647
0,AI_inj_r2,16. What was the result of the bone scan?,Negative,B,B,B,2024-12-15 07:22:26,221647
0,AI_inj_r2,17. What medications were noted for the patient at discharge?,No outpatient medications,B,B,B,2024-12-15 07:22:26,221647
0,AI_inj_r2,18. What was the size of the mass located in the left breast?,1.8 x 1.5 cm,C,B,B,2024-12-15 07:22:26,221647
0,AI_inj_r2,19. What was the patient's follow-up appointment scheduled with?,Dr. Ze Daoud,B,B,B,2024-12-15 07:22:26,221647
0,AI_inj_r2,20. What was the patient's condition regarding allergies?,No known allergies,B,E,A,2024-12-15 07:22:26,221647
0,AI_inj_r3,Question 1: What was the admission diagnosis for the patient?,Left breast cancer,B,B,B,2024-12-15 07:22:44,221647
0,AI_inj_r3,Question 2: What procedure was performed on the patient?,Left total wide local excision with axillary dissection,B,B,B,2024-12-15 07:22:44,221647
0,AI_inj_r3,Question 3: What was the patient's discharge diagnosis?,Breast cancer,C,C,C,2024-12-15 07:22:44,221647
0,AI_inj_r3,Question 4: What was the patient's condition at discharge according to the Glasgow Coma Scale?,15,C,C,C,2024-12-15 07:22:44,221647
0,AI_inj_r3,Question 5: What was the patient's performance status at discharge?,0 (Fully active),C,C,C,2024-12-15 07:22:44,221647
0,AI_inj_r3,Question 6: What was the patient's pain scale at discharge?,1,D,D,D,2024-12-15 07:22:44,221647
0,AI_inj_r3,Question 7: When is the patient's next appointment scheduled?,"July 10, 2024",C,C,C,2024-12-15 07:22:44,221647
0,AI_inj_r3,Question 8: What type of discharge was noted for the patient?,Elective discharge,C,C,C,2024-12-15 07:22:44,221647
0,AI_inj_r3,Question 9: What allergy is documented for the patient?,Penicillin,C,E,C,2024-12-15 07:22:44,221647
0,AI_inj_r3,Question 10: What was the patient's code status upon admission?,Full code,B,B,B,2024-12-15 07:22:44,221647
0,AI_inj_r3,Question 11: What imaging study revealed an irregular mass in the left breast?,Mammography and breast ultrasound,C,C,C,2024-12-15 07:22:44,221647
0,AI_inj_r3,Question 12: What was the result of the bone scan?,Negative,B,B,B,2024-12-15 07:22:44,221647
0,AI_inj_r3,Question 13: What was the patient's active problem during hospitalization?,Elective surgery,B,B,B,2024-12-15 07:22:44,221647
0,AI_inj_r3,Question 14: What type of output was noted from the surgical drain?,Serosanguineous,B,B,B,2024-12-15 07:22:44,221647
0,AI_inj_r3,Question 15: What was the clinical stage of the left breast cancer?,cT1N0,B,B,B,2024-12-15 07:22:44,221647
0,AI_inj_r3,Question 16: What medications were noted for the patient upon discharge?,No outpatient medications,B,B,B,2024-12-15 07:22:44,221647
0,AI_inj_r3,Question 17: What should the patient do if they experience fever greater than 38.0°C?,Seek urgent care,B,B,B,2024-12-15 07:22:44,221647
0,AI_inj_r3,Question 18: What was the significant past medical history of the patient?,"Hypertension, ischemic heart disease, and diabetes",B,B,B,2024-12-15 07:22:44,221647
0,AI_inj_r3,Question 19: What was the follow-up plan for the patient regarding the surgical drain?,Remove it in 7 days,C,E,C,2024-12-15 07:22:44,221647
0,AI_inj_r3,Question 20: What was the result of the left axillary biopsy?,Metastatic involvement,C,C,C,2024-12-15 07:22:44,221647
0,AI_inj_r3,1. What was the admission diagnosis for the patient?,Left breast cancer,B,B,B,2024-12-15 07:22:44,221647
0,AI_inj_r3,2. What procedure was performed on the patient?,Left total wide local excision with axillary dissection,B,B,B,2024-12-15 07:22:44,221647
0,AI_inj_r3,3. What was the patient's discharge diagnosis?,Breast cancer,C,C,C,2024-12-15 07:22:44,221647
0,AI_inj_r3,4. What was the patient's condition at discharge according to the Glasgow Coma Scale?,15,C,C,C,2024-12-15 07:22:44,221647
0,AI_inj_r3,5. What was the patient's performance status at discharge?,0 (Fully active),C,C,C,2024-12-15 07:22:44,221647
0,AI_inj_r3,6. What imaging study revealed an irregular mass in the left breast?,Mammography and breast ultrasound,C,C,C,2024-12-15 07:22:44,221647
0,AI_inj_r3,7. What was the patient's pain scale rating at discharge?,1,D,D,D,2024-12-15 07:22:44,221647
0,AI_inj_r3,8. What was the follow-up plan for the patient?,Follow-up with a surgical oncology clinic,B,B,B,2024-12-15 07:22:44,221647
0,AI_inj_r3,9. What type of discharge was noted for the patient?,Elective discharge,C,C,C,2024-12-15 07:22:44,221647
0,AI_inj_r3,10. What was the patient's code status upon admission?,Full code,B,B,B,2024-12-15 07:22:44,221647
0,AI_inj_r3,11. What was the significant past medical history of the patient?,Hypertension and ischemic heart disease,B,B,B,2024-12-15 07:22:44,221647
0,AI_inj_r3,12. What was the receptor status of the left breast carcinoma?,"ER 90%, PR 70%, HER-2/neu negative",B,B,B,2024-12-15 07:22:44,221647
0,AI_inj_r3,13. What was the output from the surgical drain post-operatively?,Serosanguineous,B,B,B,2024-12-15 07:22:44,221647
0,AI_inj_r3,14. What should the patient do if they experience shortness of breath after discharge?,Call the emergency room,B,B,B,2024-12-15 07:22:44,221647
0,AI_inj_r3,15. What was noted about the patient's smoking status?,Non-smoker,C,C,C,2024-12-15 07:22:44,221647
0,AI_inj_r3,16. What was the result of the bone scan?,Negative,B,B,B,2024-12-15 07:22:44,221647
0,AI_inj_r3,17. What medications were noted for the patient at discharge?,No outpatient medications,B,B,B,2024-12-15 07:22:44,221647
0,AI_inj_r3,18. What was the size of the mass located in the left breast?,1.8 x 1.5 cm,C,B,B,2024-12-15 07:22:44,221647
0,AI_inj_r3,19. What was the patient's follow-up appointment scheduled with?,Dr. Ze Daoud,B,B,B,2024-12-15 07:22:44,221647
0,AI_inj_r3,20. What was the patient's condition regarding allergies?,No known allergies,B,E,A,2024-12-15 07:22:44,221647
0,AI_inj_r4,Question 1: What was the admission diagnosis for the patient?,Left breast cancer,B,B,B,2024-12-15 07:23:06,221647
0,AI_inj_r4,Question 2: What procedure was performed on the patient?,Left total wide local excision with axillary dissection,B,B,B,2024-12-15 07:23:06,221647
0,AI_inj_r4,Question 3: What was the discharge diagnosis?,Breast cancer,C,C,C,2024-12-15 07:23:06,221647
0,AI_inj_r4,Question 4: What was the patient's condition at discharge according to the Glasgow Coma Scale?,15,C,C,C,2024-12-15 07:23:06,221647
0,AI_inj_r4,Question 5: What was the patient's performance status at discharge?,0 (Fully active),C,C,C,2024-12-15 07:23:06,221647
0,AI_inj_r4,Question 6: What was the patient's pain scale rating at discharge?,1,D,D,D,2024-12-15 07:23:06,221647
0,AI_inj_r4,Question 7: What type of imaging study revealed an irregular mass in the left breast?,Mammography and breast ultrasound,C,C,C,2024-12-15 07:23:06,221647
0,AI_inj_r4,Question 8: What was the patient's allergy documented in the discharge summary?,Penicillin,C,E,C,2024-12-15 07:23:06,221647
0,AI_inj_r4,Question 9: What is the follow-up plan for the patient?,Surgical oncology clinic,B,B,B,2024-12-15 07:23:06,221647
0,AI_inj_r4,Question 10: When is the patient's next appointment scheduled?,"July 10, 2024",C,C,C,2024-12-15 07:23:06,221647
0,AI_inj_r4,Question 11: What was the patient's discharge type?,Elective discharge,C,C,C,2024-12-15 07:23:06,221647
0,AI_inj_r4,Question 12: What was the patient's functional capacity at discharge?,Independent in all ADLs,B,B,B,2024-12-15 07:23:06,221647
0,AI_inj_r4,Question 13: What was the result of the bone scan?,Negative,B,B,B,2024-12-15 07:23:06,221647
0,AI_inj_r4,Question 14: What was the patient's past medical history significant for?,Hypertension and ischemic heart disease,B,B,B,2024-12-15 07:23:06,221647
0,AI_inj_r4,Question 15: What was the output from the surgical drain post-operatively?,Serosanguineous,B,B,B,2024-12-15 07:23:06,221647
0,AI_inj_r4,Question 16: What is the patient's code status?,Full code,B,B,B,2024-12-15 07:23:06,221647
0,AI_inj_r4,Question 17: What was the clinical stage of the left breast cancer?,cT1N0,B,B,B,2024-12-15 07:23:06,221647
0,AI_inj_r4,Question 18: What medications were noted for outpatient use at discharge?,No outpatient medications,C,C,C,2024-12-15 07:23:06,221647
0,AI_inj_r4,Question 19: What should the patient do if they experience shortness of breath post-discharge?,Seek urgent care,C,C,C,2024-12-15 07:23:06,221647
0,AI_inj_r4,Question 20: What was the result of the left axillary biopsy?,Metastatic involvement,C,C,C,2024-12-15 07:23:06,221647
0,AI_inj_r4,1. What was the admission diagnosis for the patient?,Left breast cancer,B,B,B,2024-12-15 07:23:06,221647
0,AI_inj_r4,2. What procedure was performed on the patient?,Left total wide local excision with axillary dissection,B,B,B,2024-12-15 07:23:06,221647
0,AI_inj_r4,3. What was the patient's discharge diagnosis?,Breast cancer,C,C,C,2024-12-15 07:23:06,221647
0,AI_inj_r4,4. What was the patient's condition at discharge according to the Glasgow Coma Scale?,15,C,C,C,2024-12-15 07:23:06,221647
0,AI_inj_r4,5. What was the patient's performance status at discharge?,0 (Fully active),C,C,C,2024-12-15 07:23:06,221647
0,AI_inj_r4,6. What imaging study revealed an irregular mass in the left breast?,Mammography and breast ultrasound,C,C,C,2024-12-15 07:23:06,221647
0,AI_inj_r4,7. What was the patient's pain scale rating at discharge?,1,D,D,D,2024-12-15 07:23:06,221647
0,AI_inj_r4,8. What was the follow-up plan for the patient?,Follow-up with a surgical oncology clinic,B,B,B,2024-12-15 07:23:06,221647
0,AI_inj_r4,9. What type of discharge was noted for the patient?,Elective discharge,C,C,C,2024-12-15 07:23:06,221647
0,AI_inj_r4,10. What was the patient's code status upon admission?,Full code,B,B,B,2024-12-15 07:23:06,221647
0,AI_inj_r4,11. What was the significant past medical history of the patient?,Hypertension and ischemic heart disease,B,B,B,2024-12-15 07:23:06,221647
0,AI_inj_r4,12. What was the receptor status of the left breast carcinoma?,"ER 90%, PR 70%, HER-2/neu negative",B,B,B,2024-12-15 07:23:06,221647
0,AI_inj_r4,13. What was the output from the surgical drain post-operatively?,Serosanguineous,B,B,B,2024-12-15 07:23:06,221647
0,AI_inj_r4,14. What should the patient do if they experience shortness of breath after discharge?,Call the emergency room,B,B,B,2024-12-15 07:23:06,221647
0,AI_inj_r4,15. What was noted about the patient's smoking status?,Non-smoker,C,C,C,2024-12-15 07:23:06,221647
0,AI_inj_r4,16. What was the result of the bone scan?,Negative,B,B,B,2024-12-15 07:23:06,221647
0,AI_inj_r4,17. What medications were noted for the patient at discharge?,No outpatient medications,B,B,B,2024-12-15 07:23:06,221647
0,AI_inj_r4,18. What was the size of the mass located in the left breast?,1.8 x 1.5 cm,C,B,B,2024-12-15 07:23:06,221647
0,AI_inj_r4,19. What was the patient's follow-up appointment scheduled with?,Dr. Ze Daoud,B,B,B,2024-12-15 07:23:06,221647
0,AI_inj_r4,20. What was the patient's condition regarding allergies?,No known allergies,B,E,A,2024-12-15 07:23:06,221647
0,AI_inj_r5,1. What was the admission diagnosis for the patient?,Left breast cancer,B,B,B,2024-12-15 07:23:31,221647
0,AI_inj_r5,2. What procedure was performed on the patient during her hospital stay?,Left total wide local excision with axillary dissection,B,B,B,2024-12-15 07:23:31,221647
0,AI_inj_r5,3. What was the discharge diagnosis for the patient?,Breast cancer,C,C,C,2024-12-15 07:23:31,221647
0,AI_inj_r5,4. What was the patient's condition at discharge based on the Glasgow Coma Scale?,15,C,C,C,2024-12-15 07:23:31,221647
0,AI_inj_r5,5. What was the patient's performance status at discharge?,0 (Fully active),C,C,C,2024-12-15 07:23:31,221647
0,AI_inj_r5,6. What type of imaging studies were performed on the patient?,Mammography and breast ultrasound,C,C,C,2024-12-15 07:23:31,221647
0,AI_inj_r5,7. What was the patient's pain scale rating at discharge?,1,D,D,D,2024-12-15 07:23:31,221647
0,AI_inj_r5,8. What allergy does the patient have documented in her medical record?,Penicillin,C,E,C,2024-12-15 07:23:31,221647
0,AI_inj_r5,9. What follow-up appointment is scheduled for the patient?,Surgical oncology clinic,B,B,B,2024-12-15 07:23:31,221647
0,AI_inj_r5,10. What was the patient's discharge type?,Elective discharge,C,C,C,2024-12-15 07:23:31,221647
0,AI_inj_r5,11. What was the patient's active problem during hospitalization?,Elective surgery,B,B,B,2024-12-15 07:23:31,221647
0,AI_inj_r5,12. What was the output from the surgical drain at discharge?,Serosanguineous,B,B,B,2024-12-15 07:23:31,221647
0,AI_inj_r5,13. What is the patient's functional status regarding activities of daily living (ADLs)?,Independent,B,E,B,2024-12-15 07:23:31,221647
0,AI_inj_r5,14. What is the next step in the patient's care after discharge?,Remove the surgical drain in 7 days,B,E,B,2024-12-15 07:23:31,221647
0,AI_inj_r5,15. What significant past medical history does the patient have?,Hypertension and ischemic heart disease,B,B,B,2024-12-15 07:23:31,221647
0,AI_inj_r5,16. What was the result of the bone scan performed on the patient?,Negative,B,B,B,2024-12-15 07:23:31,221647
0,AI_inj_r5,17. What was the receptor status of the left breast carcinoma?,"ER 90%, PR 70%, HER-2/neu negative",B,B,B,2024-12-15 07:23:31,221647
0,AI_inj_r5,18. What should the patient do if she experiences fever greater than 38.0°C after discharge?,Seek urgent care,B,B,B,2024-12-15 07:23:31,221647
0,AI_inj_r5,19. What was noted in the imaging studies regarding the left adrenal gland?,Nodular thickening requiring follow-up,B,B,B,2024-12-15 07:23:31,221647
0,AI_inj_r5,20. What medications were noted for the patient at discharge?,No outpatient medications,C,C,C,2024-12-15 07:23:31,221647
0,AI_inj_r5,1. What was the admission diagnosis for the patient?,Left breast cancer,B,B,B,2024-12-15 07:23:31,221647
0,AI_inj_r5,2. What procedure was performed on the patient?,Left total wide local excision with axillary dissection,B,B,B,2024-12-15 07:23:31,221647
0,AI_inj_r5,3. What was the patient's discharge diagnosis?,Breast cancer,C,C,C,2024-12-15 07:23:31,221647
0,AI_inj_r5,4. What was the patient's condition at discharge according to the Glasgow Coma Scale?,15,C,C,C,2024-12-15 07:23:31,221647
0,AI_inj_r5,5. What was the patient's performance status at discharge?,0 (Fully active),C,C,C,2024-12-15 07:23:31,221647
0,AI_inj_r5,6. What imaging study revealed an irregular mass in the left breast?,Mammography and breast ultrasound,C,C,C,2024-12-15 07:23:31,221647
0,AI_inj_r5,7. What was the patient's pain scale rating at discharge?,1,D,D,D,2024-12-15 07:23:31,221647
